"id","name","region"
"63219","Няндома (Няндомский р-н)","Архангельск"
"63225","Шенкурск (Шенкурский р-н)","Архангельск"
"63639","Боброво (Приморский р-н)","Архангельск"
"64537","Талаги","Архангельск"
"64833","Уемский (Приморский р-н)","Архангельск"
"65355","Катунино (Приморский р-н)","Архангельск"
"65475","Покровское (Онежский р-н)","Архангельск"
"65771","Беломорье (Приморский р-н)","Архангельск"
"65773","Васьково (Архангельск)","Архангельск"
"65775","Верхняя Тойма (Верхнетоемский р-н)","Архангельск"
"65779","Емца (Плесецкий р-н)","Архангельск"
"65781","Обозерский (Плесецкий р-н)","Архангельск"
"65783","Усть-Вага (Виноградовский р-н)","Архангельск"
"65785","Черный Яр (Приморский р-н)","Архангельск"
"120729","Ширшинский (Приморский р-н)","Архангельск"
"120731","Кодино (Онежский р-н)","Архангельск"
"120733","Цигломень (Архангельск)","Архангельск"
"120735","Пукса (Плесецкий р-н)","Архангельск"
"121246","Большие Карелы (Приморский р-н)","Архангельск"
"121248","Оксовский (Плесецкий р-н)","Архангельск"
"121250","Важский (Виноградовский р-н)","Архангельск"
"121252","Самодед (Плесецкий р-н)","Архангельск"
"121254","Исакогорка (Приморский р-н)","Архангельск"
"174677","Ершовка (Приморский р-н)","Архангельск"
"174710","Мирный (Архангельская обл.)","Архангельск"
"241586","Васильевская (Холмогорский р-н)","Архангельск"
"-494","Астрахань","Астрахань"
"63845","Караозек (Красноярский р-н)","Астрахань"
"64279","Иванчуг (Камызякский р-н)","Астрахань"
"65197","Яксатово (Приволжский р-н)","Астрахань"
"65199","Лагань (Лаганский р-н)","Астрахань"
"65483","Тинаки (Наримановский р-н)","Астрахань"
"65723","Волго-Каспийский (Камызякский р-н)","Астрахань"
"65787","Аксарайский пос. (Красноярский р-н)","Астрахань"
"65789","Басы с. (Лиманский р-н)","Астрахань"
"65791","Большая Сеитовка с.","Астрахань"
"65793","Бузан с. (Красноярский р-н)","Астрахань"
"65795","Волжский пос. (Енотаевский р-н)","Астрахань"
"65797","Володарский п. (Володарский р-н)","Астрахань"
"65799","Енотаевка с. (Енотаевский р-н)","Астрахань"
"65801","Зеленга с. (Володарский р-н)","Астрахань"
"65803","Зензели п. (Лиманский р-н)","Астрахань"
"65805","Икряное с. (Икрянинский р-н)","Астрахань"
"65809","Камызяк (Камызякский р-н)","Астрахань"
"65811","Кировский п. (Камызякский р-н)","Астрахань"
"65813","Красные Баррикады п. (Икрянинский р-н)","Астрахань"
"65815","Красный Яр п. (Красноярский р-н)","Астрахань"
"65817","Лиман п. (Лиманский р-н)","Астрахань"
"65819","Линейное с. (Наримановский р-н)","Астрахань"
"65821","Марфино с. (Володарский р-н)","Астрахань"
"65823","Мумра с. (Икрянинский р-н)","Астрахань"
"65825","Нариманов (Наримановский р-н)","Астрахань"
"65827","Началово с. (Приволжский р-н)","Астрахань"
"65829","Никольское (Енотаевский р-н)","Астрахань"
"65831","Новоурусовка с. (Красноярский р-н)","Астрахань"
"65833","Оля с. (Лиманский р-н)","Астрахань"
"65835","Оранжерейное пос.","Астрахань"
"65837","Сасыколи с.","Астрахань"
"65841","Тамбовка с.","Астрахань"
"65843","Тишково с.","Астрахань"
"65845","Травино с.","Астрахань"
"65847","Трудфронт п.","Астрахань"
"65849","Трусово (Наримановский р-н)","Астрахань"
"65851","Тумак с.","Астрахань"
"65853","Харабали (Харабалинский р-н)","Астрахань"
"65855","Яндыки с.","Астрахань"
"~95445","Атырау","Астрахань"
"112354","Яшкуль (Яшкульский р-н)","Астрахань"
"174743","Комсомольский (Черноземельский р-н)","Астрахань"
"193561","Волжское (Наримановский р-н)","Астрахань"
"193859","Три Протока (Приволжский р-н)","Астрахань"
"193883","Осыпной Бугор (Приволжский р-н)","Астрахань"
"194546","Карагали (Приволжский р-н)","Астрахань"
"212099","Верхнекалиновский (Камызякский р-н)","Астрахань"
"241507","Цаган Аман (Юстинский р-н)","Астрахань"
"241587","Кулаковка (Приволжский р-н)","Астрахань"
"-117363","Балаково","Балаково"
"64967","Сенной (Вольский р-н)","Балаково"
"64971","Ивантеевка (Ивантеевский р-н)","Балаково"
"68101","Духовницкое (Духовницкий р-н)","Балаково"
"68135","Перелюб (Перелюбский р-н)","Балаково"
"68139","Пугачев (Пугачевский р-н)","Балаково"
"68221","Вольск (Вольский р-н)","Балаково"
"68223","Горный (Краснопартизанский р-н)","Балаково"
"68275","Хвалынск (Хвалынский р-н)","Балаково"
"68277","Шиханы","Балаково"
"117618","Черкасское (Вольский р-н)","Балаково"
"241509","Алексеевка (Хвалынский р-н)","Балаково"
"241556","Быков Отрог (Балаковский р-н)","Балаково"
"241659","Натальино (Балаковский р-н)","Балаково"
"-501","Барнаул","Барнаул"
"64341","Бурановка (Павловский р-н)","Барнаул"
"64481","Малахово (Алейский р-н)","Барнаул"
"64483","Кубанка (Калманский р-н)","Барнаул"
"64485","Ильинка (Шелаболихинский р-н)","Барнаул"
"64487","Киприно (Шелаболихинский р-н)","Барнаул"
"64491","Крестьянка (Мамонтовский р-н)","Барнаул"
"64509","Романово (Косихинский р-н)","Барнаул"
"64525","Сидоровка (Романовский р-н)","Барнаул"
"64553","Родино (Родинский р-н)","Барнаул"
"65857","Алейск","Барнаул"
"65859","Баево","Барнаул"
"65867","Волчиха","Барнаул"
"65869","Завьялово (Завьяловский р-н)","Барнаул"
"65871","Залесово","Барнаул"
"65873","Заринск","Барнаул"
"65877","Калманка","Барнаул"
"65879","Камень-на-Оби","Барнаул"
"65881","Косиха","Барнаул"
"65885","Краснощеково (Краснощековский р-н)","Барнаул"
"65891","Курья","Барнаул"
"65893","Кытманово","Барнаул"
"65895","Мамонтово (Мамонтовский р-н)","Барнаул"
"65897","Налобиха","Барнаул"
"65899","Новичиха","Барнаул"
"65901","Новоалтайск","Барнаул"
"65903","Павловск (Павловский р-н)","Барнаул"
"65907","Первомайское (Первомайский р-н)","Барнаул"
"65911","Поспелиха","Барнаул"
"65913","Ребриха","Барнаул"
"65915","Рубцовск","Барнаул"
"65917","Сибирский","Барнаул"
"65927","Тальменка","Барнаул"
"65931","Топчиха","Барнаул"
"65935","Тюменцево","Барнаул"
"65937","Усть-Калманка","Барнаул"
"65939","Усть-Чарышская Пристань","Барнаул"
"65941","Шелаболиха","Барнаул"
"65943","Шипуново","Барнаул"
"~95451","Семей(Казахстан)","Барнаул"
"~101087","Усть-Каменогорск(Казахстан)","Барнаул"
"115888","Змеиногорск","Барнаул"
"241541","Среднесибирский (Тальменский р-н)","Барнаул"
"-458","Белгород","Белгород"
"63335","Разумное (Белгородский р-н)","Белгород"
"63341","Прохоровка (Прохоровский р-н)","Белгород"
"63749","Октябрьский (Белгородская обл.) (Белгородский р-н)","Белгород"
"63751","Томаровка (Яковлевский р-н)","Белгород"
"63753","Борисовка (Борисовкий р-н)","Белгород"
"63755","Грайворон (Грайворонский р-н)","Белгород"
"63757","Ракитное (Ракитянский р-н)","Белгород"
"63759","Маслова Пристань (Шебекинский р-н)","Белгород"
"63761","Пролетарский (Ракитянский р-н)","Белгород"
"63763","Красная Яруга (Краснояружский р-н)","Белгород"
"63765","Строитель (Яковлевский р-н)","Белгород"
"63767","Яковлево (Яковлевский р-н)","Белгород"
"63769","Ивня (Ивнянский р-н)","Белгород"
"66213","Шебекино (Шебекинский р-н)","Белгород"
"68901","Короча (Корочанский р-н)","Белгород"
"68965","Новая Таволжанка (Шебекинский р-н)","Белгород"
"69063","Волоконовка (Волоконовский р-н)","Белгород"
"69125","Дубовое (Белгородский р-н)","Белгород"
"95046","Северный (Белгородский р-н)","Белгород"
"122466","Майский (Белгородский р-н)","Белгород"
"122566","Таврово (Белгородский р-н)","Белгород"
"122570","Пятницкое (Волоконовский р-н)","Белгород"
"122572","Головчино (Грайворонский р-н)","Белгород"
"176944","Венгеровка (Ракитянский р-н)","Белгород"
"178002","Большетроицкое (Шебекинский р-н)","Белгород"
"179929","Погореловка (Корочанский р-н)","Белгород"
"193808","Луговка (Грайворонский р-н)","Белгород"
"241534","Казацкое (Яковлевский р-н)","Белгород"
"241557","Курасовка (Ивнянский р-н)","Белгород"
"241585","Муром (Шебекинский р-н)","Белгород"
"241640","Бессоновка (Белгородский р-н)","Белгород"
"241660","Беленькое (Борисовский р-н)","Белгород"
"-116162","Березники","Березники"
"63273","Соликамск","Березники"
"64821","Углеуральский","Березники"
"67893","Александровск","Березники"
"67901","Гремячинск","Березники"
"67903","Губаха","Березники"
"67909","Кизел","Березники"
"67911","Красновишерск","Березники"
"67919","Ныроб","Березники"
"67933","Чердынь (Чердынский р-н)","Березники"
"67937","Яйва","Березники"
"88285","Усолье (Усольский р-н)","Березники"
"209651","Александровск","Березники"
"241670","Всеволодо-Вильва (Александровский р-н)","Березники"
"241896","Романово (Усольский р-н)","Березники"
"-107927","Бийск","Бийск"
"63213","Мирный (Алтайский край)","Бийск"
"64069","Акутиха","Бийск"
"64241","Ая","Бийск"
"64337","Бочкари (Целинный р-н)","Бийск"
"64529","Горно-Алтайск","Бийск"
"64533","Майма","Бийск"
"64535","Манжерок","Бийск"
"64543","Сорокино","Бийск"
"64545","Сростки","Бийск"
"64547","Целинное (Целинный р-н)","Бийск"
"64549","Чуйский","Бийск"
"64551","Шебалино (Бийский р-н)","Бийск"
"65861","Белокуриха","Бийск"
"65865","Быстрый Исток","Бийск"
"65875","Зональное","Бийск"
"65883","Красногорское (Красногорский р-н)","Бийск"
"65909","Петропавловское (Петропавловский р-н)","Бийск"
"65919","Смоленское","Бийск"
"65921","Советское","Бийск"
"65923","Солонешное","Бийск"
"65925","Солтон","Бийск"
"65929","Тогул","Бийск"
"65933","Троицкое (Троицкий р-н)","Бийск"
"88253","Алтайское (Табунский р-н)","Бийск"
"-112568","Благовещенск","Благовещенск"
"111152","Якутск","Благовещенск"
"111154","Нерюнгри","Благовещенск"
"111156","Тында","Благовещенск"
"111160","Ерофей Павлович","Благовещенск"
"111162","Сковородино","Благовещенск"
"111164","Беркакит","Благовещенск"
"111166","Серебряный Бор","Благовещенск"
"111168","Чульман","Благовещенск"
"111170","Алдан","Благовещенск"
"111172","Томмот","Благовещенск"
"112778","Белогорск","Благовещенск"
"112780","Свободный (Амурская обл.)","Благовещенск"
"112795","Архара","Благовещенск"
"112797","Екатеринославка","Благовещенск"
"112799","Завитинск","Благовещенск"
"112801","Ивановка","Благовещенск"
"112803","Константиновка","Благовещенск"
"112805","Новобурейский","Благовещенск"
"112807","Поярково","Благовещенск"
"112809","Прогресс","Благовещенск"
"112811","Райчихинск","Благовещенск"
"112813","Серышево","Благовещенск"
"112815","Тамбовка","Благовещенск"
"112817","Шимановск","Благовещенск"
"113430","Облучье","Благовещенск"
"113432","Углегорск (Амурская обл.)","Благовещенск"
"122850","Талакан","Благовещенск"
"122852","Новокиевский Увал","Благовещенск"
"172722","Магдагачи","Благовещенск"
"172724","Зея","Благовещенск"
"178357","Бурея (Бурейский р-н)","Благовещенск"
"179488","Среднебелое (Ивановский р-н)","Благовещенск"
"179489","Грибское (Благовещенский р-н)","Благовещенск"
"179490","Бочкаревка (Серышевский р-н)","Благовещенск"
"179491","Березовка (Ивановский р-н)","Благовещенск"
"209654","Космодром Восточный","Благовещенск"
"241655","Ромны (Ромненский р-н)","Благовещенск"
"241656","Возжаевка (Белогорский р-н)","Благовещенск"
"-123248","Борисоглебск","Борисоглебск"
"63453","Мучкапский (Мучкапский р-н)","Борисоглебск"
"63459","Жердевка (Жердевский р-н)","Борисоглебск"
"63465","Ольшанка (Урюпинский р-н)","Борисоглебск"
"63909","Уварово","Борисоглебск"
"64969","Романовка (Романовский р-н)","Борисоглебск"
"65175","Новоаннинский (Новоаннинский р-н)","Борисоглебск"
"65179","Новониколаевский (Новониколаевский р-н)","Борисоглебск"
"65339","Грибановский (Грибановский р-н)","Борисоглебск"
"65573","Елань-Колено (Новохоперский р-н)","Борисоглебск"
"66053","Алексеевская (Алексеевский р-н)","Борисоглебск"
"66181","Новохоперск (Новохоперский р-н)","Борисоглебск"
"66193","Поворино (Поворинский р-н)","Борисоглебск"
"66203","Таловая (Таловский р-н)","Борисоглебск"
"66205","Терновка (Терновский р-н)","Борисоглебск"
"66207","Урюпинск","Борисоглебск"
"68209","Аркадак (Аркадакский р-н)","Борисоглебск"
"68217","Балашов (Балашовский р-н)","Борисоглебск"
"68271","Турки (Турковский р-н)","Борисоглебск"
"112366","Нехаевская (Нехаевский р-н)","Борисоглебск"
"122592","Новохоперский (Новохоперский р-н)","Борисоглебск"
"122600","Пески (Поворинский р-н)","Борисоглебск"
"123698","Преображенская (Киквидзенский р-н)","Борисоглебск"
"177055","Листопадовка (Грибановский р-н)","Борисоглебск"
"177056","Байчурово (Поворинский р-н)","Борисоглебск"
"178363","Чигорак (Борисоглебск)","Борисоглебск"
"241663","Пинеровка (Балашовский р-н)","Борисоглебск"
"241664","Репное (Балашовский р-н)","Борисоглебск"
"-102895","Братск","Братск"
"103837","Гидростроитель","Братск"
"103839","Осиновка","Братск"
"103538","Вихоревка (Братский р-н)","Братск"
"103540","Тулун","Братск"
"103542","Усть-Илимск","Братск"
"103544","Эдучанка (Усть-Илимский р-н)","Братск"
"103546","Железногорск-Илимский","Братск"
"103548","Падун","Братск"
"103550","Видим","Братск"
"103554","Энергетик","Братск"
"103556","Усть-Кут","Братск"
"103558","Куйтун","Братск"
"106953","Чекановский","Братск"
"116935","Нижнеудинск","Братск"
"116937","Алзамай","Братск"
"116939","Тайшет","Братск"
"127730","Александровка (Братский р-н)","Братск"
"127732","Бикей (Братск)","Братск"
"127734","Кузнецовка (Братский р-н)","Братск"
"127736","Порожский (Братск)","Братск"
"127740","Стениха (Братск)","Братск"
"127742","Тарма (Братский р-н)","Братск"
"127746","Покосное (Братский р-н)","Братск"
"193712","Калтук (Братский р-н)","Братск"
"-95516","Брянск","Брянск"
"63125","Жиздра (Жиздринский р-н)","Брянск"
"63369","Карачев (Карачевский р-н)","Брянск"
"63371","Белые Берега (Брянский р-н)","Брянск"
"63373","Навля (Навлинский р-н)","Брянск"
"63377","Комаричи (Комаричский р-н)","Брянск"
"63379","Севск (Севский р-н)","Брянск"
"63381","Суземка (Суземский р-н)","Брянск"
"63383","Фокино","Брянск"
"63385","Дятьково (Дятьковский р-н)","Брянск"
"63387","Сельцо","Брянск"
"63389","Жуковка (Жуковский р-н)","Брянск"
"63391","Трубчевск (Трубчевский р-н)","Брянск"
"69141","Людиново (Людиновский р-н)","Брянск"
"69143","Киров (Кировский р-н)","Брянск"
"101399","Белая Березка (Трубчевский р-н)","Брянск"
"101407","Дубровка (Дубровский р-н)","Брянск"
"101415","Злынка (Злынковский р-н)","Брянск"
"101417","Ивот (Дятьковский р-н)","Брянск"
"101422","Клетня (Клетнянский р-н)","Брянск"
"101424","Климово (Климовский р-н)","Брянск"
"101426","Клинцы","Брянск"
"101431","Красная Гора (Красногорский р-н)","Брянск"
"101433","Локоть (Брасовский р-н)","Брянск"
"101435","Любохна (Дятьковский р-н)","Брянск"
"101439","Мглин (Мглинский р-н)","Брянск"
"101443","Новозыбков","Брянск"
"101446","Погар (Погарский р-н)","Брянск"
"101448","Почеп (Почепский р-н)","Брянск"
"101458","Стародуб (Стародубский р-н)","Брянск"
"101460","Старь (Дятьковский р-н)","Брянск"
"101464","Сураж (Суражский р-н)","Брянск"
"101474","Унеча (Унечский р-н)","Брянск"
"101919","Воскресенск (Кировский р-н)","Брянск"
"112356","Выгоничи (Выгоничский р-н)","Брянск"
"112358","Думиничи (Думиничский р-н)","Брянск"
"112360","Спас-Деменск (Спас-Деменский р-н)","Брянск"
"117811","Бетлица (Куйбышевский р-н)","Брянск"
"117996","Хвастовичи (Хвастовичский р-н)","Брянск"
"121264","Гордеевка (Гордеевский р-н)","Брянск"
"121266","Жирятино (Жирятинский р-н)","Брянск"
"121270","Рогнедино (Рогнединский р-н)","Брянск"
"174688","Свень (Брянский р-н)","Брянск"
"177044","Юдиново (Погарский р-н)","Брянск"
"181195","Шкрябино (Стародубский р-н)","Брянск"
"212105","Войлово (Людиновский р-н)","Брянск"
"212106","Брынь (Думиничский р-н)","Брянск"
"212107","Верхнее Гульцово (Думиничский р-н)","Брянск"
"241657","Хмелево (Выгоничский р-н)","Брянск"
"241666","Шайковка (Кировский р-н)","Брянск"
"-511","Буденновск","Буденновск"
"65201","Затеречный","Буденновск"
"65205","Летняя Ставка","Буденновск"
"65645","Серафимовское (Арзгирский р-н)","Буденновск"
"65747","Архангельское (Буденновский р-н)","Буденновск"
"65945","Арзгир","Буденновск"
"65947","Архиповское (Буденновский р-н)","Буденновск"
"65949","Благодарный (Благодарненский р-н)","Буденновск"
"65951","Бурлацкое","Буденновск"
"65953","Гофицкое","Буденновск"
"65955","Доброжеланный","Буденновск"
"65957","Зеленокумск","Буденновск"
"65959","Искра (Буденновский р-н)","Буденновск"
"65961","Красный Октябрь (Буденновский р-н)","Буденновск"
"65963","Левокумское","Буденновск"
"65965","Нефтекумск","Буденновск"
"65967","Новая Жизнь (Буденновский р-н)","Буденновск"
"65969","Новоалександровское (Буденновский р-н)","Буденновск"
"65971","Новоселицкое","Буденновск"
"65973","Петропавловское (Арзгирский р-н)","Буденновск"
"65975","Покойное","Буденновск"
"65977","Прасковея","Буденновск"
"65979","Преображенское (Буденновский р-н)","Буденновск"
"65981","Селивановка (Советский р-н)","Буденновск"
"65983","Сотниковское","Буденновск"
"65985","Стародубское (Буденновский р-н)","Буденновск"
"65987","Толстово-Васюковское","Буденновск"
"65989","Томузловское","Буденновск"
"65991","Чернолесское","Буденновск"
"68961","Правокумское","Буденновск"
"116035","Чкаловский (Ставропольский край) (Буденновский р-н)","Буденновск"
"-470","Великий Новгород","Великий Новгород"
"63463","Песчаное (Новгородский р-н)","Великий Новгород"
"63499","Шереховичи (Любытинский р-н)","Великий Новгород"
"65425","Хвойная (Хвойнинский р-н)","Великий Новгород"
"65515","Старое Рахино (Крестецкий р-н)","Великий Новгород"
"65993","Батецкий (Батецкий р-н)","Великий Новгород"
"65997","Боровичи (Боровичский р-н)","Великий Новгород"
"65999","Валдай (Валдайский р-н)","Великий Новгород"
"66003","Волот (Волотовский р-н)","Великий Новгород"
"66011","Демянск (Демянский р-н)","Великий Новгород"
"66013","Кириши (Киришский р-н)","Великий Новгород"
"66015","Крестцы (Крестецкий р-н)","Великий Новгород"
"66017","Кречевицы","Великий Новгород"
"66019","Луга (Лужский р-н)","Великий Новгород"
"66021","Малая Вишера (Маловишерский р-н)","Великий Новгород"
"66023","Марево (Маревский р-н)","Великий Новгород"
"66025","Мошенское (Мошенской р-н)","Великий Новгород"
"66027","Окуловка (Окуловский р-н)","Великий Новгород"
"66035","Подберезье (Новгородский р-н)","Великий Новгород"
"66037","Поддорье (Поддорский р-н)","Великий Новгород"
"66039","Сольцы (Солецкий р-н)","Великий Новгород"
"66041","Старая Русса (Старорусский р-н)","Великий Новгород"
"66047","Холм (Холмский р-н)","Великий Новгород"
"66049","Чудово (Чудовский р-н)","Великий Новгород"
"66051","Шимск (Шимский р-н)","Великий Новгород"
"68873","Угловка (Окуловский р-н)","Великий Новгород"
"68877","Бронница (Новгородский р-н)","Великий Новгород"
"68879","Божонка (Новгородский р-н)","Великий Новгород"
"68881","Боровенка (Окуловский р-н)","Великий Новгород"
"68883","Лычково (Демянский р-н)","Великий Новгород"
"68885","Любытино (Любытинский р-н)","Великий Новгород"
"68887","Парфино (Парфинский р-н)","Великий Новгород"
"68889","Пролетарий (Новгородский р-н)","Великий Новгород"
"68891","Яжелбицы (Валдайский р-н)","Великий Новгород"
"68989","Борок (Крестецкий р-н)","Великий Новгород"
"116911","Будогощь (Киришский р-н)","Великий Новгород"
"116923","Толмачево (Лужский р-н)","Великий Новгород"
"178038","Выползово (Бологовский р-н)","Великий Новгород"
"194549","Трубичино (Новгородский р-н)","Великий Новгород"
"241520","Чечулино (Новгородский р-н)","Великий Новгород"
"241667","Пристань (Крестецкий р-н)","Великий Новгород"
